judge_run_id,provider,model,prompt_id,repeat_index,longform_id,candidate_id,verdict,evidence_overview_support,evidence_description_support,evidence_transcript_intelligibility,evidence_boundary_observability,confidence_1_5,failure_flags,reason,editorial_score_100,engagement_score_100,judge_score_100,editorial_source_salience_score_0_4,editorial_source_salience_reason,editorial_self_contained_clarity_score_0_4,editorial_self_contained_clarity_reason,editorial_progression_payoff_score_0_4,editorial_progression_payoff_reason,editorial_boundary_integrity_score_0_4,editorial_boundary_integrity_reason,engagement_opening_pull_score_0_4,engagement_opening_pull_reason,engagement_change_or_surprise_score_0_4,engagement_change_or_surprise_reason,engagement_emotional_or_information_gain_score_0_4,engagement_emotional_or_information_gain_reason,engagement_memorable_specificity_score_0_4,engagement_memorable_specificity_reason
codex_direct_shortform_judge_v10,openai_codex,codex,shortform_judge_v10_ko,1,-ZZfsK32sJQ,PJ_7e8549235ff564,score,5,5,4,5,5,,서로의 외모에서 음식과 가족·친구 소개까지 솔직함의 갈등이 단계적으로 커지고 '왜 만나'라는 질문과 역응답으로 회수된다.,93.75,93.75,93.75,4,원본의 핵심 사건·답변·통찰을 대표하는 구간이다.,4,첫 의미 단위에서 상황을 잡고 원본 없이도 정확히 이해된다.,3,상황이 의미 있게 진행되어 반응이나 결론에 도달한다.,4,필요한 최소 맥락에서 시작해 도착점 직후 정확히 끝난다.,4,첫 의미 단위부터 강한 갈등·질문·웃음·약속이 즉시 작동한다.,3,발견·반응·관점 전환이 분명하게 일어난다.,4,강한 감정 반응이나 새롭고 유용한 정보가 명확한 정점에 도달한다.,4,왜곡 없이 바로 인용·제목화할 수 있는 고유한 순간이 강하다.
codex_direct_shortform_judge_v10,openai_codex,codex,shortform_judge_v10_ko,1,d8W9nAukh4U,PJ_b471741d424857,score,5,4,3,5,4,awkward_start|weak_opening,고시원의 과도한 생활 규칙이 웃음·울음 제한과 수험 기간 정정으로 점차 강화되지만 첫 문장은 이전 대화에 걸쳐 있다.,68.75,81.25,75.0,3,원본의 한 주제를 담당하는 의미 있는 구간이다.,3,후보 안의 설명과 대사만으로 중심 상황을 이해할 수 있다.,3,상황이 의미 있게 진행되어 반응이나 결론에 도달한다.,2,이해는 되지만 도입이나 종료 중 적어도 하나가 부자연스럽다.,2,중심 주제는 보이지만 즉각적인 궁금증이나 긴장은 보통이다.,4,예상을 뒤집는 반전이나 변화가 장면의 중심을 이룬다.,3,분명한 웃음·공감·긴장 또는 유용한 정보가 있다.,4,왜곡 없이 바로 인용·제목화할 수 있는 고유한 순간이 강하다.
codex_direct_shortform_judge_v10,openai_codex,codex,shortform_judge_v10_ko,1,JJBf0jCcfrQ,PJ_81d83cd25ca6fb,score,4,4,4,5,4,,배우 닮은꼴과 배경화면을 둘러싼 놀림에 당사자가 계속 부인하며 반응이 쌓여 중심 상황과 기억성이 분명하다.,81.25,81.25,81.25,3,원본의 한 주제를 담당하는 의미 있는 구간이다.,4,첫 의미 단위에서 상황을 잡고 원본 없이도 정확히 이해된다.,3,상황이 의미 있게 진행되어 반응이나 결론에 도달한다.,3,필요한 맥락을 포함하며 대체로 자연스럽게 끝난다.,3,첫 의미 단위에서 갈등·질문·웃음·유용한 약속이 제시된다.,3,발견·반응·관점 전환이 분명하게 일어난다.,3,분명한 웃음·공감·긴장 또는 유용한 정보가 있다.,4,왜곡 없이 바로 인용·제목화할 수 있는 고유한 순간이 강하다.
codex_direct_shortform_judge_v10,openai_codex,codex,shortform_judge_v10_ko,1,C8qoM6yN4OU,PJ_db29a4e3045143,score,5,5,5,5,5,,칼 사고의 심각성을 묻다가 설명자가 바로 그 사고 당사자였다는 사실이 드러나는 짧은 반전이 완벽하게 회수된다.,100.0,100.0,100.0,4,원본의 핵심 사건·답변·통찰을 대표하는 구간이다.,4,첫 의미 단위에서 상황을 잡고 원본 없이도 정확히 이해된다.,4,setup과 변화가 강한 결과·답변·반응으로 완전히 회수된다.,4,필요한 최소 맥락에서 시작해 도착점 직후 정확히 끝난다.,4,첫 의미 단위부터 강한 갈등·질문·웃음·약속이 즉시 작동한다.,4,예상을 뒤집는 반전이나 변화가 장면의 중심을 이룬다.,4,강한 감정 반응이나 새롭고 유용한 정보가 명확한 정점에 도달한다.,4,왜곡 없이 바로 인용·제목화할 수 있는 고유한 순간이 강하다.
codex_direct_shortform_judge_v10,openai_codex,codex,shortform_judge_v10_ko,1,P_NBYI8S8ak,PJ_74cdabc6c4fb1a,score,5,4,3,5,4,awkward_start|awkward_end|weak_opening,"족발 어원을 설명하고 직원들이 사실은 이해하지 못했다는 반응으로 끝나지만, 초반에 긴 식사 소리가 포함되고 다음 농담으로 바로 넘어간다.",68.75,62.5,65.625,3,원본의 한 주제를 담당하는 의미 있는 구간이다.,3,후보 안의 설명과 대사만으로 중심 상황을 이해할 수 있다.,3,상황이 의미 있게 진행되어 반응이나 결론에 도달한다.,2,이해는 되지만 도입이나 종료 중 적어도 하나가 부자연스럽다.,1,도입이 준비·이동·잡담에 가까워 주목성이 낮다.,3,발견·반응·관점 전환이 분명하게 일어난다.,3,분명한 웃음·공감·긴장 또는 유용한 정보가 있다.,3,제목·요약으로 뽑을 수 있는 구체적 상황이나 문장이 있다.
codex_direct_shortform_judge_v10,openai_codex,codex,shortform_judge_v10_ko,1,hL-vwcwZmfk,PJ_79f4c47f87f734,score,5,5,4,5,5,,"개구멍과 경찰서, 초등학생 위장, 헬기로 이어지는 비현실적 탈출 계획이 일관되게 확대되어 웃음과 결말이 모두 강하다.",100.0,100.0,100.0,4,원본의 핵심 사건·답변·통찰을 대표하는 구간이다.,4,첫 의미 단위에서 상황을 잡고 원본 없이도 정확히 이해된다.,4,setup과 변화가 강한 결과·답변·반응으로 완전히 회수된다.,4,필요한 최소 맥락에서 시작해 도착점 직후 정확히 끝난다.,4,첫 의미 단위부터 강한 갈등·질문·웃음·약속이 즉시 작동한다.,4,예상을 뒤집는 반전이나 변화가 장면의 중심을 이룬다.,4,강한 감정 반응이나 새롭고 유용한 정보가 명확한 정점에 도달한다.,4,왜곡 없이 바로 인용·제목화할 수 있는 고유한 순간이 강하다.
codex_direct_shortform_judge_v10,openai_codex,codex,shortform_judge_v10_ko,1,d2QR-XPnPrw,PJ_666f6c110cfbf3,score,5,4,2,5,3,context_dependent|awkward_start|awkward_end|weak_opening|asr_degraded,"칫솔 오용에서 분리수거와 비용, 보일러 문제로 불만이 확대되지만 ASR이 거칠고 시작과 끝이 모두 발화 중간에 걸쳐 있다.",56.25,62.5,59.375,3,원본의 한 주제를 담당하는 의미 있는 구간이다.,2,대체로 이해되지만 인물·상황·논점의 일부가 불명확하다.,3,상황이 의미 있게 진행되어 반응이나 결론에 도달한다.,1,시작과 종료 모두 핵심 발화 또는 인접 장면에 크게 걸친다.,2,중심 주제는 보이지만 즉각적인 궁금증이나 긴장은 보통이다.,2,작은 변화나 반응은 있으나 전환 강도는 보통이다.,3,분명한 웃음·공감·긴장 또는 유용한 정보가 있다.,3,제목·요약으로 뽑을 수 있는 구체적 상황이나 문장이 있다.
codex_direct_shortform_judge_v10,openai_codex,codex,shortform_judge_v10_ko,1,Fd32iyF-l8Q,PJ_5f7587c97bb963,score,4,4,4,4,4,awkward_start|weak_opening,"교수가 꽃이 피지 않았다고 하자 자신이 꽃이기 때문이라고 받아치는 짧은 문답은 명확하지만, 도입 공백이 길고 원본 내 비중은 작다.",68.75,75.0,71.875,2,독립 주제는 있으나 주변 장면으로 대체 가능한 보통 구간이다.,3,후보 안의 설명과 대사만으로 중심 상황을 이해할 수 있다.,4,setup과 변화가 강한 결과·답변·반응으로 완전히 회수된다.,2,이해는 되지만 도입이나 종료 중 적어도 하나가 부자연스럽다.,1,도입이 준비·이동·잡담에 가까워 주목성이 낮다.,4,예상을 뒤집는 반전이나 변화가 장면의 중심을 이룬다.,3,분명한 웃음·공감·긴장 또는 유용한 정보가 있다.,4,왜곡 없이 바로 인용·제목화할 수 있는 고유한 순간이 강하다.
codex_direct_shortform_judge_v10,openai_codex,codex,shortform_judge_v10_ko,1,heifaIjlSUc,PJ_c6f4609644f766,score,4,5,4,5,4,awkward_end,갸루의 자세와 자신감을 단계적으로 설명해 상황은 명확하지만 다음 단계 직전에 문장이 잘려 현재 경계의 결말이 약하다.,75.0,68.75,71.875,3,원본의 한 주제를 담당하는 의미 있는 구간이다.,4,첫 의미 단위에서 상황을 잡고 원본 없이도 정확히 이해된다.,3,상황이 의미 있게 진행되어 반응이나 결론에 도달한다.,2,이해는 되지만 도입이나 종료 중 적어도 하나가 부자연스럽다.,3,첫 의미 단위에서 갈등·질문·웃음·유용한 약속이 제시된다.,2,작은 변화나 반응은 있으나 전환 강도는 보통이다.,3,분명한 웃음·공감·긴장 또는 유용한 정보가 있다.,3,제목·요약으로 뽑을 수 있는 구체적 상황이나 문장이 있다.
codex_direct_shortform_judge_v10,openai_codex,codex,shortform_judge_v10_ko,1,SXM8N6Y37uQ,PJ_9a491d7cdcd712,score,4,4,5,5,4,weak_opening,어깨 마사지와 삼각근 과장이 특수폭행 농담으로 이어져 관계성과 웃음은 분명하지만 후반의 반복은 도착점을 흐린다.,81.25,62.5,71.875,3,원본의 한 주제를 담당하는 의미 있는 구간이다.,4,첫 의미 단위에서 상황을 잡고 원본 없이도 정확히 이해된다.,3,상황이 의미 있게 진행되어 반응이나 결론에 도달한다.,3,필요한 맥락을 포함하며 대체로 자연스럽게 끝난다.,2,중심 주제는 보이지만 즉각적인 궁금증이나 긴장은 보통이다.,2,작은 변화나 반응은 있으나 전환 강도는 보통이다.,3,분명한 웃음·공감·긴장 또는 유용한 정보가 있다.,3,제목·요약으로 뽑을 수 있는 구체적 상황이나 문장이 있다.
codex_direct_shortform_judge_v10,openai_codex,codex,shortform_judge_v10_ko,1,cJiYXnMtYl0,PJ_513bc57002db34,score,5,4,3,5,4,weak_opening,행정관의 괴롭힘 확인이 선임의 '후임에게 당한다'는 하소연으로 뒤집혀 군대 관계 농담이 선명하게 회수된다.,75.0,81.25,78.125,3,원본의 한 주제를 담당하는 의미 있는 구간이다.,3,후보 안의 설명과 대사만으로 중심 상황을 이해할 수 있다.,3,상황이 의미 있게 진행되어 반응이나 결론에 도달한다.,3,필요한 맥락을 포함하며 대체로 자연스럽게 끝난다.,2,중심 주제는 보이지만 즉각적인 궁금증이나 긴장은 보통이다.,4,예상을 뒤집는 반전이나 변화가 장면의 중심을 이룬다.,3,분명한 웃음·공감·긴장 또는 유용한 정보가 있다.,4,왜곡 없이 바로 인용·제목화할 수 있는 고유한 순간이 강하다.
codex_direct_shortform_judge_v10,openai_codex,codex,shortform_judge_v10_ko,1,I6JDOE9tKqo,PJ_41300f960fd5ac,score,4,4,4,5,4,weak_payoff|awkward_end,프라이팬 열전도율과 라면 활용법은 이해되지만 다음 코팅 설명으로 문장이 이어져 변화와 독립적인 결말이 약하다.,68.75,62.5,65.625,2,독립 주제는 있으나 주변 장면으로 대체 가능한 보통 구간이다.,4,첫 의미 단위에서 상황을 잡고 원본 없이도 정확히 이해된다.,3,상황이 의미 있게 진행되어 반응이나 결론에 도달한다.,2,이해는 되지만 도입이나 종료 중 적어도 하나가 부자연스럽다.,3,첫 의미 단위에서 갈등·질문·웃음·유용한 약속이 제시된다.,2,작은 변화나 반응은 있으나 전환 강도는 보통이다.,3,분명한 웃음·공감·긴장 또는 유용한 정보가 있다.,2,요약 가능한 주제는 있으나 고유한 한 문장이나 상황은 약하다.
codex_direct_shortform_judge_v10,openai_codex,codex,shortform_judge_v10_ko,1,9aPAIgj6g8E,PJ_fb9ed70ddff277,score,5,5,5,5,5,,아는 누나와 방탈출을 온 손님에게 즉시 고백을 재촉하고 한 숟가락을 함께 쓸 사이인지 확인하는 전개와 반응이 짧고 완결되어 있다.,100.0,100.0,100.0,4,원본의 핵심 사건·답변·통찰을 대표하는 구간이다.,4,첫 의미 단위에서 상황을 잡고 원본 없이도 정확히 이해된다.,4,setup과 변화가 강한 결과·답변·반응으로 완전히 회수된다.,4,필요한 최소 맥락에서 시작해 도착점 직후 정확히 끝난다.,4,첫 의미 단위부터 강한 갈등·질문·웃음·약속이 즉시 작동한다.,4,예상을 뒤집는 반전이나 변화가 장면의 중심을 이룬다.,4,강한 감정 반응이나 새롭고 유용한 정보가 명확한 정점에 도달한다.,4,왜곡 없이 바로 인용·제목화할 수 있는 고유한 순간이 강하다.
codex_direct_shortform_judge_v10,openai_codex,codex,shortform_judge_v10_ko,1,iEr0A1pBMKA,PJ_94464a526f3378,score,5,4,3,5,4,weak_payoff|awkward_end|weak_opening,"음식을 바로 먹으려는 사람들과 사진부터 찍으려는 사람의 갈등은 명확하지만, 실제 세팅과 식사 시작이 후보 밖에 있어 결말이 약하다.",68.75,62.5,65.625,3,원본의 한 주제를 담당하는 의미 있는 구간이다.,3,후보 안의 설명과 대사만으로 중심 상황을 이해할 수 있다.,3,상황이 의미 있게 진행되어 반응이나 결론에 도달한다.,2,이해는 되지만 도입이나 종료 중 적어도 하나가 부자연스럽다.,2,중심 주제는 보이지만 즉각적인 궁금증이나 긴장은 보통이다.,2,작은 변화나 반응은 있으나 전환 강도는 보통이다.,3,분명한 웃음·공감·긴장 또는 유용한 정보가 있다.,3,제목·요약으로 뽑을 수 있는 구체적 상황이나 문장이 있다.
codex_direct_shortform_judge_v10,openai_codex,codex,shortform_judge_v10_ko,1,A4PTxQ3967E,PJ_b4135c5c6df953,score,5,5,5,5,5,,고부 갈등 조언 요청에 UFC로 승부를 내라는 예상 밖의 답을 내놓고 이를 밀어붙여 짧은 setup과 payoff가 강하다.,100.0,100.0,100.0,4,원본의 핵심 사건·답변·통찰을 대표하는 구간이다.,4,첫 의미 단위에서 상황을 잡고 원본 없이도 정확히 이해된다.,4,setup과 변화가 강한 결과·답변·반응으로 완전히 회수된다.,4,필요한 최소 맥락에서 시작해 도착점 직후 정확히 끝난다.,4,첫 의미 단위부터 강한 갈등·질문·웃음·약속이 즉시 작동한다.,4,예상을 뒤집는 반전이나 변화가 장면의 중심을 이룬다.,4,강한 감정 반응이나 새롭고 유용한 정보가 명확한 정점에 도달한다.,4,왜곡 없이 바로 인용·제목화할 수 있는 고유한 순간이 강하다.
codex_direct_shortform_judge_v10,openai_codex,codex,shortform_judge_v10_ko,1,AeVP4dzq174,PJ_3187fc8d6ec5d2,score,5,4,3,5,4,awkward_end,입원 기간을 묻는 대화가 환자를 두고 제주 여행과 파티를 계획하는 상황으로 변해 관계 농담은 생기지만 끝은 식사 질문으로 흐려진다.,68.75,75.0,71.875,3,원본의 한 주제를 담당하는 의미 있는 구간이다.,3,후보 안의 설명과 대사만으로 중심 상황을 이해할 수 있다.,3,상황이 의미 있게 진행되어 반응이나 결론에 도달한다.,2,이해는 되지만 도입이나 종료 중 적어도 하나가 부자연스럽다.,3,첫 의미 단위에서 갈등·질문·웃음·유용한 약속이 제시된다.,3,발견·반응·관점 전환이 분명하게 일어난다.,3,분명한 웃음·공감·긴장 또는 유용한 정보가 있다.,3,제목·요약으로 뽑을 수 있는 구체적 상황이나 문장이 있다.
codex_direct_shortform_judge_v10,openai_codex,codex,shortform_judge_v10_ko,1,bvUS-ri9nqQ,PJ_0cd78ba51729a6,score,5,5,4,5,4,awkward_end,"한국과 일본의 색상·헤어 선호 차이는 구체적이고 유용하지만, 설명이 다음 '과한 스타일' 논쟁의 질문으로 끝나 독립 결말이 약하다.",75.0,75.0,75.0,3,원본의 한 주제를 담당하는 의미 있는 구간이다.,4,첫 의미 단위에서 상황을 잡고 원본 없이도 정확히 이해된다.,3,상황이 의미 있게 진행되어 반응이나 결론에 도달한다.,2,이해는 되지만 도입이나 종료 중 적어도 하나가 부자연스럽다.,3,첫 의미 단위에서 갈등·질문·웃음·유용한 약속이 제시된다.,2,작은 변화나 반응은 있으나 전환 강도는 보통이다.,4,강한 감정 반응이나 새롭고 유용한 정보가 명확한 정점에 도달한다.,3,제목·요약으로 뽑을 수 있는 구체적 상황이나 문장이 있다.
codex_direct_shortform_judge_v10,openai_codex,codex,shortform_judge_v10_ko,1,IGa01C5Dg3k,PJ_45437d78aa9397,score,5,5,4,5,5,awkward_end,탁구 패배 해설이 '대이변'에서 배변 말장난으로 전환되고 최하위 선언까지 이어져 웃음과 결론이 강하지만 마지막 단어가 잘린다.,87.5,93.75,90.625,4,원본의 핵심 사건·답변·통찰을 대표하는 구간이다.,4,첫 의미 단위에서 상황을 잡고 원본 없이도 정확히 이해된다.,4,setup과 변화가 강한 결과·답변·반응으로 완전히 회수된다.,2,이해는 되지만 도입이나 종료 중 적어도 하나가 부자연스럽다.,3,첫 의미 단위에서 갈등·질문·웃음·유용한 약속이 제시된다.,4,예상을 뒤집는 반전이나 변화가 장면의 중심을 이룬다.,4,강한 감정 반응이나 새롭고 유용한 정보가 명확한 정점에 도달한다.,4,왜곡 없이 바로 인용·제목화할 수 있는 고유한 순간이 강하다.
codex_direct_shortform_judge_v10,openai_codex,codex,shortform_judge_v10_ko,1,UA2YeCJTSjk,PJ_71fa446244bbbb,score,5,5,4,5,5,,회사 생활이 재미있다는 신입의 답을 즉시 부정하고 연봉 협상 대상도 아니라는 설명으로 이어져 직장 풍자와 결말이 선명하다.,93.75,93.75,93.75,3,원본의 한 주제를 담당하는 의미 있는 구간이다.,4,첫 의미 단위에서 상황을 잡고 원본 없이도 정확히 이해된다.,4,setup과 변화가 강한 결과·답변·반응으로 완전히 회수된다.,4,필요한 최소 맥락에서 시작해 도착점 직후 정확히 끝난다.,3,첫 의미 단위에서 갈등·질문·웃음·유용한 약속이 제시된다.,4,예상을 뒤집는 반전이나 변화가 장면의 중심을 이룬다.,4,강한 감정 반응이나 새롭고 유용한 정보가 명확한 정점에 도달한다.,4,왜곡 없이 바로 인용·제목화할 수 있는 고유한 순간이 강하다.
codex_direct_shortform_judge_v10,openai_codex,codex,shortform_judge_v10_ko,1,81i9AucS92M,PJ_3eab85cb07f968,score,4,4,3,4,4,weak_progression|weak_payoff|awkward_end|weak_opening,가벼워서 타이어 볼트를 풀지 못한다는 상황은 이해되지만 실제 해결과 반응이 충분히 제시되지 않아 진행과 결말이 약하다.,56.25,50.0,53.125,2,독립 주제는 있으나 주변 장면으로 대체 가능한 보통 구간이다.,3,후보 안의 설명과 대사만으로 중심 상황을 이해할 수 있다.,2,진행 또는 결론 중 하나는 있으나 회수가 약하다.,2,이해는 되지만 도입이나 종료 중 적어도 하나가 부자연스럽다.,2,중심 주제는 보이지만 즉각적인 궁금증이나 긴장은 보통이다.,2,작은 변화나 반응은 있으나 전환 강도는 보통이다.,2,일부 웃음·공감·정보는 있으나 강도는 보통이다.,2,요약 가능한 주제는 있으나 고유한 한 문장이나 상황은 약하다.
codex_direct_shortform_judge_v10,openai_codex,codex,shortform_judge_v10_ko,1,PbUlNGCqBVw,PJ_d86c36fca237f1,score,5,5,3,5,4,,공포탄 파티라는 거짓 지시를 신병이 그대로 받아들여 불출 장소를 묻는 반전이 분명하고 이후 엉뚱한 답변까지 관계성을 강화한다.,93.75,93.75,93.75,4,원본의 핵심 사건·답변·통찰을 대표하는 구간이다.,4,첫 의미 단위에서 상황을 잡고 원본 없이도 정확히 이해된다.,4,setup과 변화가 강한 결과·답변·반응으로 완전히 회수된다.,3,필요한 맥락을 포함하며 대체로 자연스럽게 끝난다.,3,첫 의미 단위에서 갈등·질문·웃음·유용한 약속이 제시된다.,4,예상을 뒤집는 반전이나 변화가 장면의 중심을 이룬다.,4,강한 감정 반응이나 새롭고 유용한 정보가 명확한 정점에 도달한다.,4,왜곡 없이 바로 인용·제목화할 수 있는 고유한 순간이 강하다.
codex_direct_shortform_judge_v10,openai_codex,codex,shortform_judge_v10_ko,1,jmS-BW6mXOs,PJ_f68e5fe7e24fce,score,5,5,3,5,4,awkward_start|awkward_end|weak_opening,"무료 멤버십과 3만 크레딧 설명이 친구 초대 BMW 경품 공개로 점차 커져 정보 가치와 반전은 강하지만, 시작과 종료가 문장 중간이다.",87.5,87.5,87.5,4,원본의 핵심 사건·답변·통찰을 대표하는 구간이다.,4,첫 의미 단위에서 상황을 잡고 원본 없이도 정확히 이해된다.,4,setup과 변화가 강한 결과·답변·반응으로 완전히 회수된다.,2,이해는 되지만 도입이나 종료 중 적어도 하나가 부자연스럽다.,2,중심 주제는 보이지만 즉각적인 궁금증이나 긴장은 보통이다.,4,예상을 뒤집는 반전이나 변화가 장면의 중심을 이룬다.,4,강한 감정 반응이나 새롭고 유용한 정보가 명확한 정점에 도달한다.,4,왜곡 없이 바로 인용·제목화할 수 있는 고유한 순간이 강하다.
codex_direct_shortform_judge_v10,openai_codex,codex,shortform_judge_v10_ko,1,kqp0SX08Vgo,PJ_64b85910cf5bd9,score,5,5,3,5,4,weak_opening,빨대 없는 음료 마시기에서 간접 키스 논쟁과 새 구멍을 뚫는 해결로 이어져 행동·반응·결말이 모두 분명하다.,81.25,87.5,84.375,3,원본의 한 주제를 담당하는 의미 있는 구간이다.,3,후보 안의 설명과 대사만으로 중심 상황을 이해할 수 있다.,4,setup과 변화가 강한 결과·답변·반응으로 완전히 회수된다.,3,필요한 맥락을 포함하며 대체로 자연스럽게 끝난다.,2,중심 주제는 보이지만 즉각적인 궁금증이나 긴장은 보통이다.,4,예상을 뒤집는 반전이나 변화가 장면의 중심을 이룬다.,4,강한 감정 반응이나 새롭고 유용한 정보가 명확한 정점에 도달한다.,4,왜곡 없이 바로 인용·제목화할 수 있는 고유한 순간이 강하다.
codex_direct_shortform_judge_v10,openai_codex,codex,shortform_judge_v10_ko,1,oIq0h5_FZAw,PJ_d3a64ddef5e138,score,5,5,4,5,5,,아버지의 색소폰 농담에서 디지몬 진화 음악을 결혼식 입장곡으로 정하는 제안까지 예상 밖의 아이디어가 연속적으로 회수된다.,100.0,93.75,96.875,4,원본의 핵심 사건·답변·통찰을 대표하는 구간이다.,4,첫 의미 단위에서 상황을 잡고 원본 없이도 정확히 이해된다.,4,setup과 변화가 강한 결과·답변·반응으로 완전히 회수된다.,4,필요한 최소 맥락에서 시작해 도착점 직후 정확히 끝난다.,3,첫 의미 단위에서 갈등·질문·웃음·유용한 약속이 제시된다.,4,예상을 뒤집는 반전이나 변화가 장면의 중심을 이룬다.,4,강한 감정 반응이나 새롭고 유용한 정보가 명확한 정점에 도달한다.,4,왜곡 없이 바로 인용·제목화할 수 있는 고유한 순간이 강하다.
codex_direct_shortform_judge_v10,openai_codex,codex,shortform_judge_v10_ko,1,I6JDOE9tKqo,PJ_b190c540d71501,score,4,4,3,5,4,weak_progression|weak_payoff|awkward_start|awkward_end|weak_opening|no_change,여러 맛의 소금과 아이스크림 활용법은 정보로 이해되지만 앞 문장이 잘리고 실제 시식·반응 전에 끝나 독립 후보로서 약하다.,50.0,43.75,46.875,2,독립 주제는 있으나 주변 장면으로 대체 가능한 보통 구간이다.,3,후보 안의 설명과 대사만으로 중심 상황을 이해할 수 있다.,2,진행 또는 결론 중 하나는 있으나 회수가 약하다.,1,시작과 종료 모두 핵심 발화 또는 인접 장면에 크게 걸친다.,1,도입이 준비·이동·잡담에 가까워 주목성이 낮다.,1,화제는 이어지지만 예상 변화나 관점 전환이 거의 없다.,3,분명한 웃음·공감·긴장 또는 유용한 정보가 있다.,2,요약 가능한 주제는 있으나 고유한 한 문장이나 상황은 약하다.
codex_direct_shortform_judge_v10,openai_codex,codex,shortform_judge_v10_ko,1,OrCOflk2QmQ,PJ_42d792fdd9a0e5,score,5,5,5,5,5,,춤으로 물고기를 부르는 setup이 실제 물고기 포획과 놀람으로 회수되어 행동 변화와 시각적 결말이 명확하다.,100.0,93.75,96.875,4,원본의 핵심 사건·답변·통찰을 대표하는 구간이다.,4,첫 의미 단위에서 상황을 잡고 원본 없이도 정확히 이해된다.,4,setup과 변화가 강한 결과·답변·반응으로 완전히 회수된다.,4,필요한 최소 맥락에서 시작해 도착점 직후 정확히 끝난다.,3,첫 의미 단위에서 갈등·질문·웃음·유용한 약속이 제시된다.,4,예상을 뒤집는 반전이나 변화가 장면의 중심을 이룬다.,4,강한 감정 반응이나 새롭고 유용한 정보가 명확한 정점에 도달한다.,4,왜곡 없이 바로 인용·제목화할 수 있는 고유한 순간이 강하다.
codex_direct_shortform_judge_v10,openai_codex,codex,shortform_judge_v10_ko,1,GQSSLlBKeSE,PJ_3633336f8badab,score,5,4,2,5,3,context_dependent|awkward_start|awkward_end|weak_opening|asr_degraded,"지각한 학생이 2교시부터 가겠다는 답과 '학교가 아니라 네가 망신'이라는 반응은 기억되지만, 초반 광고 전환과 후반 탐방 전환이 길다.",56.25,62.5,59.375,3,원본의 한 주제를 담당하는 의미 있는 구간이다.,2,대체로 이해되지만 인물·상황·논점의 일부가 불명확하다.,3,상황이 의미 있게 진행되어 반응이나 결론에 도달한다.,1,시작과 종료 모두 핵심 발화 또는 인접 장면에 크게 걸친다.,1,도입이 준비·이동·잡담에 가까워 주목성이 낮다.,3,발견·반응·관점 전환이 분명하게 일어난다.,3,분명한 웃음·공감·긴장 또는 유용한 정보가 있다.,3,제목·요약으로 뽑을 수 있는 구체적 상황이나 문장이 있다.
codex_direct_shortform_judge_v10,openai_codex,codex,shortform_judge_v10_ko,1,M5keW3grlrs,PJ_f54f595eb1c0de,score,5,4,5,5,5,,영화 관람자의 졸음 징후를 연속 관찰하다 커피 뒤 큰 반응을 확인하며 안도해 관찰-개입-결과 구조가 분명하다.,93.75,87.5,90.625,3,원본의 한 주제를 담당하는 의미 있는 구간이다.,4,첫 의미 단위에서 상황을 잡고 원본 없이도 정확히 이해된다.,4,setup과 변화가 강한 결과·답변·반응으로 완전히 회수된다.,4,필요한 최소 맥락에서 시작해 도착점 직후 정확히 끝난다.,3,첫 의미 단위에서 갈등·질문·웃음·유용한 약속이 제시된다.,4,예상을 뒤집는 반전이나 변화가 장면의 중심을 이룬다.,4,강한 감정 반응이나 새롭고 유용한 정보가 명확한 정점에 도달한다.,3,제목·요약으로 뽑을 수 있는 구체적 상황이나 문장이 있다.
codex_direct_shortform_judge_v10,openai_codex,codex,shortform_judge_v10_ko,1,Or3vsBijlJg,PJ_2550dfed9306f8,score,4,3,3,4,3,weak_source_salience|context_dependent|weak_progression|weak_payoff|weak_opening|no_change|low_gain|not_memorable,농장 바닥 재료의 완충·비료 기능과 담배 대화가 짧게 이어지지만 두 화제가 연결되지 않고 의미 있는 결말도 없다.,37.5,25.0,31.25,1,원본의 연결 장면에 가까워 대표성이 낮다.,2,대체로 이해되지만 인물·상황·논점의 일부가 불명확하다.,1,진행 단서는 있으나 결과·답변·반응으로 회수되지 않는다.,2,이해는 되지만 도입이나 종료 중 적어도 하나가 부자연스럽다.,1,도입이 준비·이동·잡담에 가까워 주목성이 낮다.,1,화제는 이어지지만 예상 변화나 관점 전환이 거의 없다.,1,반응이나 정보가 약해 정점에 도달하지 않는다.,1,상황이 일반적이어서 기억할 구체성이 약하다.
codex_direct_shortform_judge_v10,openai_codex,codex,shortform_judge_v10_ko,1,NS7tSrMrWsc,PJ_f930bd2065255e,score,4,5,5,5,5,weak_opening,'졸립다' 말투에 대한 반응에서 경상도 방언 '포시랍다'의 뜻과 사용 결과까지 이어져 문화적 정보와 구체성이 분명하다.,87.5,81.25,84.375,3,원본의 한 주제를 담당하는 의미 있는 구간이다.,4,첫 의미 단위에서 상황을 잡고 원본 없이도 정확히 이해된다.,3,상황이 의미 있게 진행되어 반응이나 결론에 도달한다.,4,필요한 최소 맥락에서 시작해 도착점 직후 정확히 끝난다.,2,중심 주제는 보이지만 즉각적인 궁금증이나 긴장은 보통이다.,3,발견·반응·관점 전환이 분명하게 일어난다.,4,강한 감정 반응이나 새롭고 유용한 정보가 명확한 정점에 도달한다.,4,왜곡 없이 바로 인용·제목화할 수 있는 고유한 순간이 강하다.
